135-866,서울,강남구,삼성1동 홍실아파트,,274
135-869,서울,강남구,삼성1동,52,275
135-865,서울,강남구,삼성1동,53∼56,276
135-870,서울,강남구,삼성1동,57∼75,277
135-871,서울,강남구,삼성1동,76∼78,278
135-866,서울,강남구,삼성1동,79∼80,279
135-871,서울,강남구,삼성1동,81∼92,280
135-872,서울,강남구,삼성1동,93∼103,281
135-873,서울,강남구,삼성1동,104∼110,282
135-878,서울,강남구,삼성1동,145∼153,283
135-879,서울,강남구,삼성1동,154∼156,284
135-880,서울,강남구,삼성1동,157∼158,285
135-881,서울,강남구,삼성1동,160∼166,286
135-882,서울,강남구,삼성1동,167∼171,287
135-091,서울,강남구,삼성1동,,288
135-705,서울,강남구,삼성2동 강남구청,,289
135-527,서울,강남구,삼성2동 대종빌딩,,290
135-507,서울,강남구,삼성2동 래미안삼성2차아파트,(101∼108동),291
135-863,서울,강남구,삼성2동 롯데아파트,,292
135-507,서울,강남구,삼성2동 롯데캐슬프레미어아파트,(101∼111동),293
135-528,서울,강남구,삼성2동 본솔빌딩,,294
135-877,서울,강남구,삼성2동 삼성동힐스테이트아파트,(101∼212동),295
135-745,서울,강남구,삼성2동 삼화빌딩,,296
135-508,서울,강남구,삼성2동 상아아파트,,297
135-716,서울,강남구,삼성2동 성원빌딩,,298
135-721,서울,강남구,삼성2동 원방빌딩,,299
135-863,서울,강남구,삼성2동,1∼6,300
135-864,서울,강남구,삼성2동,8∼10,301
135-507,서울,강남구,삼성2동,11∼15,302
135-508,서울,강남구,삼성2동,18∼23,303
135-864,서울,강남구,삼성2동,24∼27,304
135-867,서울,강남구,삼성2동,28∼40,305
135-868,서울,강남구,삼성2동,41∼51,306
135-874,서울,강남구,삼성2동,112∼113,307
135-509,서울,강남구,삼성2동,114∼122,308
135-875,서울,강남구,삼성2동,123∼140,309
135-876,서울,강남구,삼성2동,141∼142,310
135-877,서울,강남구,삼성2동,143∼144,311
135-092,서울,강남구,삼성2동,,312
135-090,서울,강남구,삼성동,,313
135-190,서울,강남구,세곡동,,314
135-520,서울,강남구,수서동 까치마을아파트,,315
135-781,서울,강남구,수서동 도시개발아파트,,316
135-886,서울,강남구,수서동 동익아파트,,317
135-744,서울,강남구,수서동 로즈데일오피스텔,,318
135-521,서울,강남구,수서동 삼성아파트,,319
135-884,서울,강남구,수서동 삼익아파트,,320
135-757,서울,강남구,수서동 수서타워,,321
135-539,서울,강남구,수서동 수서현대벤쳐빌,,322
135-782,서울,강남구,수서동 신동아아파트,,323
135-783,서울,강남구,수서동 주공아파트,,324
135-560,서울,강남구,수서동 한신사이룩스동관.서관,,325
135-884,서울,강남구,수서동 한아름아파트,,326
135-883,서울,강남구,수서동,400∼500,327
135-884,서울,강남구,수서동,707∼718,328
135-885,서울,강남구,수서동,721∼730,329
135-886,서울,강남구,수서동,731∼750,330
135-220,서울,강남구,수서동,,331
135-722,서울,강남구,신사동 강남빌딩,,332
135-780,서울,강남구,신사동 도화종합기술공사,,333
135-746,서울,강남구,신사동 두원빌딩,,334
135-747,서울,강남구,신사동 성도빌딩,,335
135-790,서울,강남구,신사동 한국종합기술개발공사,,336
135-887,서울,강남구,신사동,501∼514,337
135-888,서울,강남구,신사동,515∼532,338
135-889,서울,강남구,신사동,533∼546,339
135-890,서울,강남구,신사동,547∼562,340
135-891,서울,강남구,신사동,563∼577,341
135-892,서울,강남구,신사동,578∼587,342
135-893,서울,강남구,신사동,588∼603,343
135-894,서울,강남구,신사동,604∼621,344
135-895,서울,강남구,신사동,622∼634,345
135-896,서울,강남구,신사동,635∼650,346
135-897,서울,강남구,신사동,651∼666,347
135-120,서울,강남구,신사동,,348
135-902,서울,강남구,압구정동 갤러리아백화점,,349
135-787,서울,강남구,압구정동 구현대아파트,(10∼25동),350
135-903,서울,강남구,압구정동 구현대아파트,(31∼56동),351
135-905,서울,강남구,압구정동 구현대아파트,(61∼65동),352
135-788,서울,강남구,압구정동 구현대아파트,(71∼79동),353
135-905,서울,강남구,압구정동 구현대아파트,(80∼87동),354
135-904,서울,강남구,압구정동 구현대아파트,(91∼95동),355
135-785,서울,강남구,압구정동 미성아파트,,356
135-786,서울,강남구,압구정동 신현대아파트,(101∼114동),357
135-976,서울,강남구,압구정동 신현대아파트,(115∼127동),358
135-794,서울,강남구,압구정동 한양아파트,(1∼11동),359
135-906,서울,강남구,압구정동 한양아파트,(21∼26동),360
135-794,서울,강남구,압구정동 한양아파트,(31∼36동),361
135-904,서울,강남구,압구정동 한양아파트,(41∼45동),362
135-906,서울,강남구,압구정동 한양아파트,(51∼81동),363
135-510,서울,강남구,압구정동 현대백화점본사,,364
135-724,서울,강남구,압구정동 현대백화점본점,,365
135-789,서울,강남구,압구정동 현대아파트,(201∼211동),366
135-898,서울,강남구,압구정동,369∼385,367
135-900,서울,강남구,압구정동,386∼388,368
135-898,서울,강남구,압구정동,389∼396,369
135-900,서울,강남구,압구정동,397,370
135-898,서울,강남구,압구정동,398∼407,371
135-899,서울,강남구,압구정동,408∼425,372
135-900,서울,강남구,압구정동,426∼434,373
135-901,서울,강남구,압구정동,435∼451,374
135-903,서울,강남구,압구정동,452∼455,375
135-510,서울,강남구,압구정동,456,376
135-905,서울,강남구,압구정동,458∼469,377
135-903,서울,강남구,압구정동,470∼480,378
135-904,서울,강남구,압구정동,481∼488,379
135-511,서울,강남구,압구정동,489∼490,380
135-906,서울,강남구,압구정동,491∼528,381
135-110,서울,강남구,압구정동,,382
135-984,서울,강남구,역삼1동 강남파이낸스센터,,383
135-706,서울,강남구,역삼1동 공무원연금공단,,384
135-703,서울,강남구,역삼1동 과학기술회관,,385
135-707,서울,강남구,역삼1동 남영빌딩,,386
135-564,서울,강남구,역삼1동 두산위브오피스텔,,387
135-934,서울,강남구,역삼1동 메리츠타워,,388
135-709,서울,강남구,역삼1동 빅토리아빌딩,,389
135-979,서울,강남구,역삼1동 삼부빌딩,,390
135-751,서울,강남구,역삼1동 삼성제일빌딩,,391
135-768,서울,강남구,역삼1동 삼일프라자오피스텔,,392
135-711,서울,강남구,역삼1동 삼흥빌딩,,393
135-753,서울,강남구,역삼1동 서초세무서,,394
135-917,서울,강남구,역삼1동 성지하이츠1차빌딩,,395
135-717,서울,강남구,역삼1동 성지하이츠3차빌딩,,396
135-718,서울,강남구,역삼1동 아가방빌딩,,397
135-565,서울,강남구,역삼1동 아남타워빌딩,,398
135-978,서울,강남구,역삼1동 아주빌딩,,399
135-574,서울,강남구,역삼1동 어울림아파트,(101∼103동),400
135-550,서울,강남구,역삼1동 엘아이지타워,,401
135-748,서울,강남구,역삼1동 여삼빌딩,,402
135-753,서울,강남구,역삼1동 역삼빌딩,,403
135-981,서울,강남구,역삼1동 역삼하이츠빌딩,,404
135-750,서울,강남구,역삼1동 우덕빌딩,,405
135-754,서울,강남구,역삼1동 유니온센터오피스텔,,406
135-980,서울,강남구,역삼1동 지식재산센터,,407
135-914,서울,강남구,역삼1동 큰길타워빌딩,,408
135-982,서울,강남구,역삼1동 푸르덴셜타워,,409
135-784,서울,강남구,역삼1동 풍림빌딩,,410
135-752,서울,강남구,역삼1동 한국자산관리공사,,411
135-723,서울,강남구,역삼1동 한국타이어빌딩,,412
135-755,서울,강남구,역삼1동 한독약품빌딩,,413
135-983,서울,강남구,역삼1동 한솔빌딩,,414
135-792,서울,강남구,역삼1동 혜천빌딩,,415
135-985,서울,강남구,역삼1동 GS강남타워,,416
135-977,서울,강남구,역삼1동 ING타워,,417
135-769,서울,강남구,역삼1동 KTB네트워크,,418
135-907,서울,강남구,역삼1동,601∼618,419
135-908,서울,강남구,역삼1동,619∼636,420
135-909,서울,강남구,역삼1동,637∼641,421
135-910,서울,강남구,역삼1동,642∼645,422
135-911,서울,강남구,역삼1동,646∼648,423
135-912,서울,강남구,역삼1동,649,424
135-913,서울,강남구,역삼1동,650∼662,425
135-914,서울,강남구,역삼1동,663∼668,426
135-915,서울,강남구,역삼1동,669∼678,427
135-916,서울,강남구,역삼1동,679∼687,428
135-917,서울,강남구,역삼1동,688∼699,429
135-513,서울,강남구,역삼1동,700∼704,430
135-922,서울,강남구,역삼1동,705,431
135-923,서울,강남구,역삼1동,735,432
135-924,서울,강남구,역삼1동,736∼745,433
135-925,서울,강남구,역삼1동,746∼753,434
135-929,서울,강남구,역삼1동,789∼790,435
135-930,서울,강남구,역삼1동,791∼799,436
135-931,서울,강남구,역삼1동,808∼817,437
135-932,서울,강남구,역삼1동,818∼820,438
135-933,서울,강남구,역삼1동,821∼823,439
135-934,서울,강남구,역삼1동,824∼825,440
135-935,서울,강남구,역삼1동,826∼828,441
135-936,서울,강남구,역삼1동,829∼832,442
135-933,서울,강남구,역삼1동,833,443
135-569,서울,강남구,역삼1동,834∼835,444
135-937,서울,강남구,역삼1동,836∼838,445
135-935,서울,강남구,역삼1동,839,446
135-936,서울,강남구,역삼1동,840,447
135-081,서울,강남구,역삼1동,,448
135-795,서울,강남구,역삼2동 개나리래미안아파트,(101∼107동),449
135-986,서울,강남구,역삼2동 개나리아파트,(33∼42동),450
135-795,서울,강남구,역삼2동 개나리푸르지오아파트,(301∼305동),451
135-756,서울,강남구,역삼2동 계몽사,,452
135-758,서울,강남구,역삼2동 금융결제원,,453
135-759,서울,강남구,역삼2동 나래빌딩,,454
135-541,서울,강남구,역삼2동 대우디오빌,,455
135-760,서울,강남구,역삼2동 동우빌딩,,456
135-795,서울,강남구,역삼2동 래미안펜타빌아파트,(101∼105동),457
135-919,서울,강남구,역삼2동 세방빌딩,,458
135-719,서울,강남구,역삼2동 아세아타워빌딩,,459
135-987,서울,강남구,역삼2동 엘지데이콤빌딩,,460
135-796,서울,강남구,역삼2동 역삼래미안아파트,(101∼112동),461
135-795,서울,강남구,역삼2동 역삼아이파크아파트,(201∼207동),462
135-796,서울,강남구,역삼2동 역삼푸르지오아파트,(101∼111동),463
135-926,서울,강남구,역삼2동 역삼e-편한세상아파트,(101∼112동),464
135-918,서울,강남구,역삼2동 일옥빌딩,,465
135-512,서울,강남구,역삼2동 진달래아파트,(10∼17동),466
135-918,서울,강남구,역삼2동 한신인터밸리24빌딩,,467
135-540,서울,강남구,역삼2동 현대까르띠에710아파트,(101∼103동),468
135-918,서울,강남구,역삼2동,706∼707,469
135-919,서울,강남구,역삼2동,708∼716,470
135-920,서울,강남구,역삼2동,717∼724,471
135-921,서울,강남구,역삼2동,725∼730,472
135-514,서울,강남구,역삼2동,731∼734,473
135-926,서울,강남구,역삼2동,754∼755,474
135-927,서울,강남구,역삼2동,756∼768,475
135-928,서울,강남구,역삼2동,769∼779,476
135-515,서울,강남구,역삼2동,780∼788,477
135-082,서울,강남구,역삼2동,,478
135-080,서울,강남구,역삼동,,479
135-210,서울,강남구,율현동,,480
135-938,서울,강남구,일원1동 도시개발아파트,,481
135-938,서울,강남구,일원1동,4,482
135-938,서울,강남구,일원1동,362,483
135-943,서울,강남구,일원1동,580∼610,484
135-943,서울,강남구,일원1동,617∼641,485
135-945,서울,강남구,일원1동,642∼676,486
135-516,서울,강남구,일원1동,677∼687,487
135-938,서울,강남구,일원1동,711∼712,488
135-231,서울,강남구,일원1동,,489
135-944,서울,강남구,일원2동 대우아파트,,490
135-946,서울,강남구,일원2동 우성7차아파트,,491
135-946,서울,강남구,일원2동 한신아파트,,492
135-944,서울,강남구,일원2동 현대4차아파트,(1동),493
135-946,서울,강남구,일원2동 현대아파트,(10∼33동),494
135-944,서울,강남구,일원2동,614∼616,495
135-946,서울,강남구,일원2동,689∼692,496
135-232,서울,강남구,일원2동,,497
135-947,서울,강남구,일원본동 가람아파트,,498
135-991,서울,강남구,일원본동 목련타운아파트,,499
135-947,서울,강남구,일원본동 상록수아파트,,500
135-990,서울,강남구,일원본동 샘터마을아파트,,501
135-941,서울,강남구,일원본동 청솔빌리지아파트,,502
135-942,서울,강남구,일원본동 푸른마을아파트,,503
135-942,서울,강남구,일원본동 한솔마을아파트,,504
135-941,서울,강남구,일원본동,63,505
135-942,서울,강남구,일원본동,214,506
135-942,서울,강남구,일원본동,424∼443,507
135-942,서울,강남구,일원본동,713∼714,508
135-947,서울,강남구,일원본동,715∼717,509
135-942,서울,강남구,일원본동,718∼729,510
135-947,서울,강남구,일원본동,734∼735,511
135-239,서울,강남구,일원본동,,512
135-967,서울,강남구,일원동 공무원아파트,,513
135-710,서울,강남구,일원동 삼성의료원,,514
135-230,서울,강남구,일원동,,515
135-200,서울,강남구,자곡동,,516
135-766,서울,강남구,청담동 금하빌딩,,517
135-762,서울,강남구,청담동 모나미빌딩,,518
135-765,서울,강남구,청담동 세신빌딩,,519
135-767,서울,강남구,청담동 오미빌딩,,520
135-763,서울,강남구,청담동 은성빌딩,,521
135-761,서울,강남구,청담동 정화빌딩,,522
135-764,서울,강남구,청담동 청담빌딩,,523
135-948,서울,강남구,청담동,1∼5,524
135-949,서울,강남구,청담동,6∼19,525
135-950,서울,강남구,청담동,20∼35,526
135-951,서울,강남구,청담동,36∼47,527
135-952,서울,강남구,청담동,48∼61,528
135-953,서울,강남구,청담동,62∼76,529
135-954,서울,강남구,청담동,78∼91,530
135-517,서울,강남구,청담동,92∼99,531
135-956,서울,강남구,청담동,100∼106,532
135-955,서울,강남구,청담동,107∼123,533
135-957,서울,강남구,청담동,124∼132,534
135-958,서울,강남구,청담동,133∼134,535
135-959,서울,강남구,청담동,135∼143,536
135-100,서울,강남구,청담동,,537
135-650,서울,강남구,무역센터우체국사서함,1∼99,538
135-651,서울,강남구,무역센터우체국사서함,100∼199,539
135-652,서울,강남구,무역센터우체국사서함,200∼299,540
135-600,서울,강남구,서울강남우체국사서함,1∼99,541
135-601,서울,강남구,서울강남우체국사서함,100∼199,542
